sample	gene	n_cpgs	methylated_count	total_count	weighted_average
nc5	g4590	21	18	401	4.4888
nc5	g4591	96	2875	6894	41.7029
nc5	g4596	113	1	1608	0.0622
nc5	g4597	70	0	960	0.0
nc5	g4598	14	0	197	0.0
nc5	g4599	3	26	48	54.1667
nc5	g4600	6	0	96	0.0
nc5	g4601	5	0	67	0.0
nc5	g4602	1	0	10	0.0
nc5	g4603	51	204	809	25.2163
nc5	g4605	42	79	544	14.5221
nc5	g4606	69	2	1052	0.1901
nc5	g4607	160	8	2500	0.32
nc5	g4608	15	0	170	0.0
nc5	g4609	54	0	879	0.0
nc5	g4611	4	0	62	0.0
nc5	g4612	11	0	133	0.0
nc5	g4613	31	0	461	0.0
nc5	g4614	100	1	1301	0.0769
nc5	g4615	22	0	261	0.0
nc5	g4617	115	5	2747	0.182
nc5	g4621	1	0	18	0.0
nc5	g4622	99	9	1477	0.6093
nc5	g4623	141	4	2442	0.1638
nc5	g4624	2	0	29	0.0
nc5	g4625	31	1	383	0.2611
nc5	g4630	11	0	197	0.0
nc5	g4636	4	0	64	0.0
nc5	g4637	56	2	881	0.227
nc5	g4640	15	0	185	0.0
nc5	g4641	38	236	554	42.5993
nc5	g4642	18	0	232	0.0
nc5	g4643	6	0	100	0.0
nc5	g4644	6	0	75	0.0
nc5	g4645	10	16	247	6.4777
nc5	g4646	1	0	14	0.0
nc5	g4647	16	142	265	53.5849
nc5	g4648	69	440	1758	25.0284
nc5	g4649	2	0	29	0.0
nc5	g4650	54	0	697	0.0
nc5	g4651	2	0	30	0.0
nc5	g4652	36	10	452	2.2124
nc5	g4653	45	0	614	0.0
nc5	g4656	59	52	1471	3.535
nc5	g4660	18	0	222	0.0
nc5	g4663	6	0	100	0.0
nc5	g4664	97	4	2288	0.1748
nc5	g4665	26	1	451	0.2217
nc5	g4670	1	0	10	0.0
nc5	g4671	3	0	49	0.0
nc5	g4672	50	28	597	4.6901
nc5	g4676	4	0	56	0.0
nc5	g4677	1	0	11	0.0
nc5	g4681	19	1	708	0.1412
nc5	g4682	84	0	1290	0.0
nc5	g4683	6	0	79	0.0
nc5	g4687	6	0	87	0.0
nc5	g4688	2	0	22	0.0
nc5	g4689	1	3	17	17.6471
nc5	g4690	123	0	1724	0.0
nc5	g4691	28	0	517	0.0
nc5	g4692	25	0	383	0.0
nc5	g4693	33	0	560	0.0
nc5	g4694	32	0	589	0.0
nc5	g4695	29	0	488	0.0
nc5	g4696	36	0	528	0.0
nc5	g4702	36	66	911	7.2448
nc5	g4704	2	23	24	95.8333
nc5	g4705	271	124	3885	3.1918
nc5	g4706	50	21	868	2.4194
nc5	g4708	92	2	1253	0.1596
nc5	g4709	391	16	15593	0.1026
nc5	g4710	34	0	967	0.0
nc5	g4712	27	1	451	0.2217
nc5	g4719	1	0	22	0.0
nc5	g4720	24	0	308	0.0
nc5	g4721	174	27	3711	0.7276
nc5	g4722	25	26	304	8.5526
nc5	g4723	49	2	694	0.2882
nc5	g4724	11	3	144	2.0833
nc5	g4725	1	0	12	0.0
nc5	g4726	3	0	45	0.0
nc5	g4728	3	0	46	0.0
nc5	g4729	23	0	304	0.0
nc5	g4730	1	0	10	0.0
nc5	g4734	56	347	1432	24.2318
nc5	g4737	3	0	66	0.0
nc5	g4740	2	31	32	96.875
nc5	g4743	5	0	51	0.0
nc5	g4744	53	307	754	40.7162
nc5	g4745	84	235	1186	19.8145
nc5	g4746	60	3	903	0.3322
nc5	g4747	42	2	546	0.3663
nc5	g4749	36	0	472	0.0
nc5	g4750	170	0	2576	0.0
nc5	g4752	11	46	200	23.0
nc5	g4754	2	11	24	45.8333
nc5	g4755	2	13	36	36.1111
nc5	g4756	1	9	12	75.0
nc5	g4758	77	0	971	0.0
nc5	g4759	29	2	418	0.4785
nc5	g4762	3	25	753	3.3201
nc5	g4765	79	2	1337	0.1496
nc5	g4768	1	0	13	0.0
nc5	g4769	4	0	49	0.0
nc5	g4773	22	0	384	0.0
nc5	g4774	18	2	299	0.6689
nc5	g4777	17	0	257	0.0
nc5	g4778	7	0	76	0.0
nc5	g4779	2	0	21	0.0
nc5	g4780	16	1	245	0.4082
nc5	g4781	18	0	229	0.0
nc5	g4782	167	3	2332	0.1286
nc5	g4783	51	0	702	0.0
nc5	g4784	24	0	274	0.0
nc5	g4787	75	119	1070	11.1215
nc5	g4788	10	0	183	0.0
nc5	g4794	66	12	1020	1.1765
nc5	g4795	81	47	1347	3.4892
nc5	g4796	10	1	110	0.9091
nc5	g4797	2	0	25	0.0
nc5	g4799	8	0	97	0.0
nc5	g4800	6	0	75	0.0
nc5	g4801	3	0	41	0.0
nc5	g4802	36	4	554	0.722
nc5	g4803	37	1	1231	0.0812
nc5	g4804	1	0	14	0.0
nc5	g4805	3	0	45	0.0
nc5	g4810	1	9	15	60.0
nc5	g4811	9	0	104	0.0
nc5	g4812	2	0	24	0.0
nc5	g4816	51	1	916	0.1092
nc5	g4818	8	0	93	0.0
nc5	g4819	33	0	487	0.0
nc5	g4828	5	0	82	0.0
nc5	g4829	1	0	16	0.0
nc5	g4831	1	13	15	86.6667
nc5	g4832	4	8	44	18.1818
nc5	g4833	12	11	191	5.7592
nc5	g4834	17	5	238	2.1008
nc5	g4835	39	1	614	0.1629
nc5	g4841	11	0	124	0.0
nc5	g4842	3	0	33	0.0
nc5	g4843	10	21	139	15.1079
nc5	g4856	4	0	105	0.0
nc5	g4867	1	0	10	0.0
nc5	g4868	191	17	2715	0.6262
nc5	g4869	20	0	240	0.0
nc5	g4871	4	0	58	0.0
nc5	g4873	7	1	81	1.2346
nc5	g4874	13	0	174	0.0
nc5	g4876	1	0	13	0.0
nc5	g4878	5	0	62	0.0
nc5	g4879	4	0	75	0.0
nc5	g4887	81	1	1092	0.0916
nc5	g4889	47	0	701	0.0
nc5	g4892	8	0	134	0.0
nc5	g4893	26	0	309	0.0
nc5	g4894	24	0	311	0.0
nc5	g4896	3	9	31	29.0323
nc5	g4899	59	1	750	0.1333
nc5	g4900	4	0	47	0.0
nc5	g4902	107	6	1653	0.363
nc5	g4903	42	0	550	0.0
nc5	g4905	14	0	200	0.0
nc5	g4906	12	0	156	0.0
nc5	g4908	7	0	84	0.0
nc5	g4914	6	61	72	84.7222
nc5	g4915	13	1	163	0.6135
nc5	g4916	1	0	18	0.0
nc5	g4919	7	0	127	0.0
nc5	g4920	37	16	611	2.6187
nc5	g4922	2	0	20	0.0
nc5	g4924	141	3	1841	0.163
nc5	g4925	55	1	909	0.11
nc5	g4926	115	0	1634	0.0
nc5	g4932	63	1	1346	0.0743
nc5	g4933	37	0	523	0.0
nc5	g4934	30	15	388	3.866
nc5	g4939	7	1	170	0.5882
nc5	g4940	158	2	4305	0.0465
nc5	g4941	131	2	4287	0.0467
nc5	g4945	8	444	2694	16.4811
nc5	g4947	4	0	46	0.0
nc5	g4951	2	0	25	0.0
nc5	g4953	1	0	11	0.0
nc5	g4955	5	0	82	0.0
nc5	g4956	2	2	21	9.5238
nc5	g4957	36	0	457	0.0
nc5	g4961	6	0	96	0.0
nc5	g4965	59	0	730	0.0
nc5	g4968	42	0	483	0.0
nc5	g4969	19	0	270	0.0
nc5	g4971	34	309	734	42.0981
nc5	g4972	112	1	1762	0.0568
nc5	g4973	14	0	195	0.0
nc5	g4974	25	0	586	0.0
nc5	g4975	77	27	924	2.9221
nc5	g4978	28	8	381	2.0997
nc5	g4979	7	0	71	0.0
nc5	g4992	4	0	78	0.0
nc5	g4996	12	11	215	5.1163
nc5	g4997	4	0	83	0.0
nc5	g4998	27	0	424	0.0
nc5	g4999	3	48	74	64.8649
nc5	g5000	32	33	497	6.6398
nc5	g5001	5	0	55	0.0
nc5	g5003	1	0	14	0.0
nc5	g5011	9	0	114	0.0
nc5	g5014	10	0	101	0.0
nc5	g5016	2	0	25	0.0
nc5	g5018	20	0	369	0.0
nc5	g5019	26	2	358	0.5587
nc5	g5021	75	581	1283	45.2845
nc5	g5023	6	32	576	5.5556
nc5	g5024	2	0	20	0.0
nc5	g5026	83	1	1231	0.0812
nc5	g5027	2	0	20	0.0
nc5	g5029	43	0	610	0.0
nc5	g5030	51	0	782	0.0
nc5	g5031	32	0	701	0.0
nc5	g5032	49	0	678	0.0
nc5	g5033	72	0	967	0.0
nc5	g5035	1	0	13	0.0
nc5	g5036	198	1	2714	0.0368
nc5	g5039	5	0	56	0.0
nc5	g5042	32	15	455	3.2967
nc5	g5043	31	0	441	0.0
nc5	g5044	95	0	1173	0.0
nc5	g5045	40	47	694	6.7723
nc5	g5052	20	10	252	3.9683
nc5	g5056	12	42	151	27.8146
nc5	g5064	4	41	51	80.3922
nc5	g5066	5	0	83	0.0
nc5	g5068	27	0	687	0.0
nc5	g5069	22	0	556	0.0
nc5	g5071	16	46	230	20.0
nc5	g5072	22	41	481	8.5239
nc5	g5079	1	0	11	0.0
nc5	g5080	194	1	2819	0.0355
nc5	g5081	5	0	72	0.0
nc5	g5083	351	7	4999	0.14
nc5	g5084	4	0	48	0.0
nc5	g5089	65	488	1729	28.2244
nc5	g5091	40	0	651	0.0
nc5	g5093	36	1	606	0.165
nc5	g5094	19	0	203	0.0
nc5	g5095	19	0	226	0.0
nc5	g5097	188	5	2713	0.1843
nc5	g5098	99	2	1277	0.1566
nc5	g5099	193	11	3015	0.3648
nc5	g5100	135	28	2954	0.9479
nc5	g5101	121	80	2049	3.9043
nc5	g5105	72	2	1199	0.1668
nc5	g5106	114	12	1597	0.7514
nc5	g5107	20	0	239	0.0
nc5	g5108	10	0	110	0.0
nc5	g5109	35	17	473	3.5941
nc5	g5110	3	2	46	4.3478
nc5	g5112	21	231	614	37.6221
nc5	g5113	6	25	85	29.4118
nc5	g5114	17	73	266	27.4436
nc5	g5115	29	305	816	37.3775
nc5	g5116	35	543	1987	27.3276
nc5	g5117	15	167	789	21.166
nc5	g5118	3	12	38	31.5789
nc5	g5119	2	18	35	51.4286
nc5	g5120	2	14	33	42.4242
nc5	g5121	21	249	813	30.6273
nc5	g5122	5	11	99	11.1111
nc5	g5124	2	0	23	0.0
nc5	g5126	12	21	239	8.7866
nc5	g5130	6	0	68	0.0
nc5	g5131	11	0	195	0.0
nc5	g5132	6	0	115	0.0
nc5	g5135	1	11	11	100.0
nc5	g5136	15	1	220	0.4545
nc5	g5137	59	1	814	0.1229
nc5	g5138	107	1	1876	0.0533
nc5	g5142	186	2	2790	0.0717
nc5	g5144	7	0	87	0.0
nc5	g5145	1	0	14	0.0
nc5	g5146	59	0	952	0.0
nc5	g5147	1	10	18	55.5556
nc5	g5151	15	1	195	0.5128
nc5	g5152	65	120	874	13.73
nc5	g5153	64	2	1004	0.1992
nc5	g5154	5	1	79	1.2658
nc5	g5157	18	0	265	0.0
nc5	g5158	2	9	22	40.9091
nc5	g5167	21	0	288	0.0
nc5	g5168	37	0	489	0.0
nc5	g5170	3	0	37	0.0
nc5	g5171	5	1	69	1.4493
nc5	g5172	29	10	522	1.9157
nc5	g5173	85	2	3274	0.0611
nc5	g5175	12	0	183	0.0
nc5	g5176	7	0	75	0.0
nc5	g5177	49	78	1383	5.6399
nc5	g5178	131	38	1667	2.2795
nc5	g5180	10	32	123	26.0163
nc5	g5181	3	16	46	34.7826
nc5	g5182	57	0	983	0.0
nc5	g5183	1	0	15	0.0
nc5	g5194	6	0	79	0.0
nc5	g5195	252	60	3383	1.7736
nc5	g5196	5	9	57	15.7895
nc5	g5197	79	1	1175	0.0851
nc5	g5199	1	0	10	0.0
nc5	g5200	3	5	108	4.6296
nc5	g5201	48	0	730	0.0
nc5	g5203	91	0	1368	0.0
nc5	g5208	5	0	60	0.0
nc5	g5209	4	0	72	0.0
nc5	g5210	90	3	1427	0.2102
nc5	g5211	24	0	315	0.0
nc5	g5214	24	1	330	0.303
nc5	g5215	44	0	630	0.0
nc5	g5216	24	0	374	0.0
nc5	g5217	17	0	245	0.0
nc5	g5218	37	0	470	0.0
nc5	g5219	36	0	528	0.0
nc5	g5223	36	0	614	0.0
nc5	g5224	8	0	103	0.0
nc5	g5225	40	1	622	0.1608
nc5	g5226	1	10	12	83.3333
nc5	g5227	1	0	13	0.0
nc5	g5228	71	0	1263	0.0
nc5	g5230	113	6	1604	0.3741
nc5	g5231	60	0	682	0.0
nc5	g5232	8	71	93	76.3441
nc5	g5233	3	9	36	25.0
nc5	g5234	20	0	366	0.0
nc5	g5235	14	0	153	0.0
nc5	g5236	25	0	305	0.0
nc5	g5242	2	0	22	0.0
nc5	g5243	20	29	328	8.8415
nc5	g5244	3	27	37	72.973
nc5	g5245	23	0	347	0.0
nc5	g5246	185	5	3066	0.1631
nc5	g5247	2	0	28	0.0
nc5	g5248	10	0	131	0.0
nc5	g5249	2	0	29	0.0
nc5	g5250	11	0	175	0.0
nc5	g5252	5	0	71	0.0
nc5	g5253	74	0	995	0.0
nc5	g5254	12	0	148	0.0
nc5	g5255	1	0	16	0.0
nc5	g5256	4	52	53	98.1132
nc5	g5257	1	9	10	90.0
nc5	g5258	51	0	834	0.0
nc5	g5259	5	0	69	0.0
nc5	g5265	42	0	548	0.0
nc5	g5266	2	0	21	0.0
nc5	g5267	1	0	10	0.0
nc5	g5268	1	0	13	0.0
nc5	g5269	64	2	825	0.2424
nc5	g5270	49	0	645	0.0
nc5	g5271	3	0	48	0.0
nc5	g5272	18	0	208	0.0
nc5	g5273	41	2	510	0.3922
nc5	g5274	420	183	8620	2.123
nc5	g5275	6	0	73	0.0
nc5	g5281	2	0	28	0.0
nc5	g5285	1	0	10	0.0
nc5	g5296	2	32	50	64.0
nc5	g5297	35	0	568	0.0
nc5	g5306	1	0	16	0.0
nc5	g5308	338	21	8761	0.2397
nc5	g5309	63	0	2060	0.0
nc5	g5310	182	12	3196	0.3755
nc5	g5311	5	0	55	0.0
nc5	g5312	9	0	122	0.0
nc5	g5313	11	1	147	0.6803
nc5	g5315	25	1	271	0.369
nc5	g5316	9	0	128	0.0
nc5	g5317	14	0	185	0.0
nc5	g5318	6	0	65	0.0
nc5	g5319	27	1	477	0.2096
nc5	g5320	5	64	75	85.3333
nc5	g5322	153	0	2155	0.0
nc5	g5325	74	0	1134	0.0
nc5	g5326	79	248	2622	9.4584
nc5	g5328	52	1067	2912	36.6415
nc5	g5333	75	4	1034	0.3868
nc5	g5335	7	0	126	0.0
nc5	g5337	9	0	108	0.0
nc5	g5338	7	0	84	0.0
nc5	g5342	3	26	41	63.4146
nc5	g5344	35	0	520	0.0
nc5	g5345	57	139	971	14.3151
nc5	g5346	15	0	192	0.0
nc5	g5350	80	80	1366	5.8565
nc5	g5351	4	0	65	0.0
nc5	g5360	1	0	19	0.0
nc5	g5361	16	0	209	0.0
nc5	g5362	18	0	223	0.0
nc5	g5364	213	5	3584	0.1395
nc5	g5365	12	48	243	19.7531
nc5	g5373	20	231	504	45.8333
nc5	g5374	8	95	231	41.1255
nc5	g5375	39	1	608	0.1645
nc5	g5377	119	210	1726	12.1669
nc5	g5378	19	47	316	14.8734
nc5	g5379	74	1392	5746	24.2255
nc5	g5380	9	0	99	0.0
nc5	g5390	14	0	297	0.0
nc5	g5394	6	0	74	0.0
nc5	g5395	10	0	121	0.0
nc5	g5396	29	2	463	0.432
nc5	g5398	34	1	536	0.1866
nc5	g5400	15	13	242	5.3719
nc5	g5401	52	5	863	0.5794
nc5	g5402	18	212	372	56.9892
nc5	g5404	15	1	213	0.4695
nc5	g5405	50	1	1015	0.0985
nc5	g5407	51	0	891	0.0
nc5	g5408	32	0	368	0.0
nc5	g5410	8	0	113	0.0
nc5	g5411	70	1	943	0.106
nc5	g5413	56	87	1046	8.3174
nc5	g5414	49	373	2300	16.2174
nc5	g5415	16	1	174	0.5747
nc5	g5417	12	0	128	0.0
nc5	g5418	29	0	460	0.0
nc5	g5419	7	19	90	21.1111
nc5	g5420	30	0	487	0.0
nc5	g5423	29	1	1594	0.0627
nc5	g5428	1	3	19	15.7895
nc5	g5429	2	9	39	23.0769
nc5	g5434	3	26	43	60.4651
nc5	g5435	6	0	79	0.0
nc5	g5436	1	0	10	0.0
nc5	g5441	4	28	119	23.5294
nc5	g5442	51	700	2819	24.8315
nc5	g5443	72	16	1208	1.3245
nc5	g5447	2	14	26	53.8462
nc5	g5448	72	0	1027	0.0
nc5	g5449	14	0	217	0.0
nc5	g5450	87	3	1364	0.2199
nc5	g5451	12	0	145	0.0
nc5	g5457	46	2	571	0.3503
nc5	g5458	3	0	39	0.0
nc5	g5460	1	9	11	81.8182
nc5	g5461	35	0	519	0.0
nc5	g5462	10	0	138	0.0
nc5	g5463	4	0	48	0.0
nc5	g5464	5	0	74	0.0
nc5	g5465	11	0	142	0.0
nc5	g5467	101	1	1393	0.0718
nc5	g5469	1	0	12	0.0
nc5	g5472	3	0	41	0.0
nc5	g5474	13	0	204	0.0
nc5	g5475	21	36	300	12.0
nc5	g5476	15	29	299	9.699
nc5	g5478	13	0	146	0.0
nc5	g5479	3	0	38	0.0
nc5	g5484	72	1	1860	0.0538
nc5	g5487	3	0	91	0.0
nc5	g5488	19	5	718	0.6964
nc5	g5489	38	2	1402	0.1427
nc5	g5490	7	2	129	1.5504
nc5	g5492	1	0	12	0.0
nc5	g5496	37	0	534	0.0
nc5	g5497	90	0	1332	0.0
nc5	g5498	35	0	543	0.0
nc5	g5500	17	0	245	0.0
nc5	g5501	12	0	141	0.0
nc5	g5504	7	0	123	0.0
nc5	g5505	66	355	1124	31.5836
nc5	g5508	3	0	42	0.0
nc5	g5509	6	0	79	0.0
nc5	g5511	9	0	133	0.0
nc5	g5513	1	0	11	0.0
nc5	g5516	3	0	41	0.0
nc5	g5524	21	0	243	0.0
nc5	g5525	24	0	308	0.0
nc5	g5526	22	0	317	0.0
nc5	g5528	13	0	158	0.0
nc5	g5529	297	11	4387	0.2507
nc5	g5531	1	13	14	92.8571
nc5	g5534	141	0	2587	0.0
nc5	g5538	21	0	253	0.0
nc5	g5544	5	0	67	0.0
nc5	g5545	14	132	363	36.3636
nc5	g5546	1	22	24	91.6667
nc5	g5548	7	0	84	0.0
nc5	g5551	1	0	12	0.0
nc5	g5553	4	0	68	0.0
nc5	g5559	12	0	163	0.0
nc5	g5560	11	2	136	1.4706
nc5	g5562	29	0	461	0.0
nc5	g5570	8	0	92	0.0
nc5	g5571	66	1	868	0.1152
nc5	g5573	43	0	651	0.0
nc5	g5574	95	1	1768	0.0566
nc5	g5575	208	6	7804	0.0769
nc5	g5576	32	0	1079	0.0
nc5	g5578	1	0	15	0.0
nc5	g5580	2	24	27	88.8889
nc5	g5581	1	0	14	0.0
nc5	g5582	21	1	290	0.3448
nc5	g5584	16	0	252	0.0
nc5	g5586	27	0	441	0.0
nc5	g5587	32	0	407	0.0
nc5	g5589	1	0	11	0.0
nc5	g5592	11	0	132	0.0
nc5	g5593	1	9	13	69.2308
nc5	g5596	28	2	488	0.4098
nc5	g5599	3	15	65	23.0769
nc5	g5600	2	12	23	52.1739
nc5	g5601	9	39	114	34.2105
nc5	g5603	4	35	56	62.5
nc5	g5604	5	80	173	46.2428
nc5	g5606	11	0	124	0.0
nc5	g5607	1	0	14	0.0
nc5	g5608	1	0	14	0.0
nc5	g5609	7	0	97	0.0
nc5	g5610	27	1	377	0.2653
nc5	g5612	7	0	85	0.0
nc5	g5614	25	56	296	18.9189
nc5	g5615	1	0	13	0.0
nc5	g5616	6	49	98	50.0
nc5	g5617	1	0	13	0.0
nc5	g5618	1	0	25	0.0
nc5	g5622	9	0	121	0.0
nc5	g5623	48	0	595	0.0
nc5	g5625	1	12	14	85.7143
nc5	g5626	47	0	913	0.0
nc5	g5627	1	0	15	0.0
nc5	g5628	60	0	967	0.0
nc5	g5629	13	0	191	0.0
nc5	g5630	19	0	221	0.0
nc5	g5631	33	242	1385	17.4729
nc5	g5634	3	0	37	0.0
nc5	g5643	2	10	32	31.25
nc5	g5645	3	0	39	0.0
nc5	g5646	20	9	238	3.7815
nc5	g5648	10	2	160	1.25
nc5	g5650	18	9	238	3.7815
nc5	g5651	1	0	10	0.0
nc5	g5653	9	0	149	0.0
nc5	g5654	3	0	48	0.0
nc5	g5655	3	27	36	75.0
nc5	g5657	25	0	435	0.0
nc5	g5659	19	74	252	29.3651
nc5	g5663	58	105	819	12.8205
nc5	g5664	1	21	22	95.4545
nc5	g5668	9	0	107	0.0
nc5	g5669	1	0	11	0.0
nc5	g5675	13	4	156	2.5641
nc5	g5676	56	1	1623	0.0616
nc5	g5680	10	0	177	0.0
nc5	g5681	17	0	442	0.0
nc5	g5682	4	0	56	0.0
nc5	g5684	2	22	28	78.5714
nc5	g5685	42	1	759	0.1318
nc5	g5689	8	0	82	0.0
nc5	g5690	17	0	238	0.0
nc5	g5691	12	4	209	1.9139
nc5	g5692	5	0	83	0.0
nc5	g5693	1	0	12	0.0
nc5	g5696	58	0	722	0.0
nc5	g5697	30	93	431	21.5777
nc5	g5698	3	0	38	0.0
nc5	g5700	17	0	214	0.0
nc5	g5701	64	2	1034	0.1934
nc5	g5703	7	0	96	0.0
nc5	g5704	30	7	389	1.7995
nc5	g5705	3	0	34	0.0
nc5	g5706	7	0	73	0.0
nc5	g5707	3	0	30	0.0
nc5	g5708	3	0	31	0.0
nc5	g5709	27	0	466	0.0
nc5	g5710	3	0	46	0.0
nc5	g5714	7	1	88	1.1364
nc5	g5715	6	0	60	0.0
nc5	g5716	1	0	10	0.0
nc5	g5717	19	1	252	0.3968
nc5	g5718	36	0	438	0.0
nc5	g5720	2	0	28	0.0
nc5	g5723	2	23	26	88.4615
nc5	g5724	2	0	30	0.0
nc5	g5726	34	0	514	0.0
nc5	g5727	51	0	741	0.0
nc5	g5728	162	52	2287	2.2737
nc5	g5729	95	145	1401	10.3498
nc5	g5731	55	8	961	0.8325
nc5	g5732	29	230	415	55.4217
nc5	g5733	314	27	5233	0.516
nc5	g5734	79	2	2883	0.0694
nc5	g5736	5	0	108	0.0
nc5	g5737	16	0	226	0.0
nc5	g5738	132	3	2586	0.116
nc5	g5741	31	379	814	46.5602
nc5	g5746	71	0	981	0.0
nc5	g5749	14	0	174	0.0
nc5	g5750	53	0	847	0.0
nc5	g5751	2	0	44	0.0
nc5	g5752	25	0	357	0.0
nc5	g5753	30	0	416	0.0
nc5	g5754	17	0	233	0.0
nc5	g5755	30	0	413	0.0
nc5	g5763	5	17	72	23.6111
nc5	g5764	2	18	49	36.7347
nc5	g5765	1	0	13	0.0
nc5	g5766	30	0	347	0.0
nc5	g5767	12	0	148	0.0
nc5	g5770	46	0	625	0.0
nc5	g5771	100	0	1386	0.0
nc5	g5777	1	1	13	7.6923
nc5	g5778	17	29	292	9.9315
nc5	g5780	3	0	37	0.0
nc5	g5785	23	2	440	0.4545
nc5	g5786	4	0	54	0.0
nc5	g5788	9	34	141	24.1135
nc5	g5789	14	75	241	31.1203
nc5	g5790	2	3	24	12.5
nc5	g5791	18	10	208	4.8077
nc5	g5792	8	21	85	24.7059
nc5	g5793	21	3	262	1.145
nc5	g5794	49	0	677	0.0
nc5	g5796	30	56	396	14.1414
nc5	g5797	1	9	10	90.0
nc5	g5798	5	0	62	0.0
nc5	g5799	9	99	124	79.8387
nc5	g5800	1	11	12	91.6667
nc5	g5809	39	243	721	33.7032
nc5	g5816	42	12	678	1.7699
nc5	g5822	96	1556	3199	48.6402
nc5	g5823	65	515	2408	21.387
nc5	g5829	2	4	35	11.4286
nc5	g5830	71	0	874	0.0
nc5	g5831	49	33	713	4.6283
nc5	g5832	33	12	579	2.0725
nc5	g5833	28	0	350	0.0
nc5	g5841	6	0	122	0.0
nc5	g5842	221	6	4650	0.129
nc5	g5843	21	143	832	17.1875
nc5	g5844	21	154	734	20.9809
nc5	g5849	9	30	265	11.3208
nc5	g5852	57	410	1222	33.5516
nc5	g5854	34	1553	11357	13.6744
nc5	g5855	2	0	128	0.0
nc5	g5856	4	2	71	2.8169
nc5	g5857	22	0	783	0.0
nc5	g5859	4	58	60	96.6667
nc5	g5860	75	1	1239	0.0807
nc5	g5865	2	0	21	0.0
nc5	g5868	2	0	22	0.0
nc5	g5869	10	1	138	0.7246
nc5	g5870	9	0	129	0.0
nc5	g5872	21	19	314	6.051
nc5	g5873	54	0	915	0.0
nc5	g5874	16	0	191	0.0
nc5	g5875	87	13	1084	1.1993
nc5	g5876	113	35	1730	2.0231
nc5	g5877	11	0	217	0.0
nc5	g5879	15	0	225	0.0
nc5	g5880	1	8	10	80.0
nc5	g5881	30	116	386	30.0518
nc5	g5885	3	0	41	0.0
nc5	g5886	14	0	205	0.0
nc5	g5887	7	0	101	0.0
nc5	g5888	38	0	473	0.0
nc5	g5895	4	10	43	23.2558
nc5	g5896	2	0	22	0.0
nc5	g5899	11	0	137	0.0
nc5	g5900	1	0	11	0.0
nc5	g5904	16	231	686	33.6735
nc5	g5905	1	0	19	0.0
nc5	g5906	1	3	25	12.0
nc5	g5907	1	9	28	32.1429
nc5	g5909	6	62	78	79.4872
nc5	g5910	7	75	125	60.0
nc5	g5912	1	16	19	84.2105
nc5	g5914	62	143	744	19.2204
nc5	g5915	13	112	152	73.6842
nc5	g5916	7	0	77	0.0
nc5	g5917	16	90	228	39.4737
nc5	g5918	36	0	538	0.0
nc5	g5919	11	0	120	0.0
nc5	g5920	2	0	20	0.0
nc5	g5921	36	0	552	0.0
nc5	g5925	17	0	239	0.0
nc5	g5927	40	1	496	0.2016
nc5	g5928	40	93	514	18.0934
nc5	g5930	21	0	307	0.0
nc5	g5932	4	0	54	0.0
nc5	g5933	110	84	1663	5.0511
nc5	g5934	36	0	423	0.0
nc5	g5935	33	34	526	6.4639
nc5	g5936	29	0	582	0.0
nc5	g5937	24	0	321	0.0
nc5	g5940	6	0	66	0.0
nc5	g5941	124	5	2001	0.2499
nc5	g5942	20	1	248	0.4032
nc5	g5943	235	6	9370	0.064
nc5	g5945	110	18	1689	1.0657
nc5	g5946	70	0	950	0.0
nc5	g5947	2	0	24	0.0
nc5	g5949	1	1	10	10.0
nc5	g5953	353	31	5459	0.5679
nc5	g5955	21	0	277	0.0
nc5	g5956	4	0	41	0.0
nc5	g5957	35	0	474	0.0
nc5	g5959	45	2	606	0.33
nc5	g5960	37	0	520	0.0
nc5	g5961	19	1	550	0.1818
nc5	g5962	5	0	67	0.0
nc5	g5963	9	1	150	0.6667
nc5	g5967	143	7	1938	0.3612
nc5	g5968	43	0	595	0.0
nc5	g5969	6	0	74	0.0
nc5	g5975	6	0	74	0.0
nc5	g5977	41	60	812	7.3892
nc5	g5981	26	472	597	79.062
nc5	g5983	120	0	1808	0.0
nc5	g5987	71	9	1008	0.8929
nc5	g5988	3	0	35	0.0
nc5	g5990	29	1	852	0.1174
nc5	g5994	14	0	209	0.0
nc5	g5995	176	42	2368	1.7736
nc5	g5996	11	0	124	0.0
nc5	g5997	38	3	658	0.4559
nc5	g5998	68	1	1059	0.0944
nc5	g6000	155	18	2053	0.8768
nc5	g6001	55	45	753	5.9761
nc5	g6002	1	0	12	0.0
nc5	g6006	41	0	936	0.0
nc5	g6007	62	96	1080	8.8889
nc5	g6009	2	27	29	93.1034
nc5	g6011	8	102	136	75.0
nc5	g6012	1	0	11	0.0
nc5	g6013	25	0	367	0.0
nc5	g6014	1	0	13	0.0
nc5	g6016	16	5	534	0.9363
nc5	g6017	21	0	307	0.0
nc5	g6022	1	0	10	0.0
nc5	g6024	7	0	88	0.0
nc5	g6027	56	0	686	0.0
nc5	g6028	22	24	461	5.2061
nc5	g6029	6	0	70	0.0
nc5	g6030	4	0	98	0.0
nc5	g6040	9	0	147	0.0
nc5	g6041	14	0	173	0.0
nc5	g6042	3	11	48	22.9167
nc5	g6043	67	0	906	0.0
nc5	g6044	13	0	169	0.0
nc5	g6045	1	0	11	0.0
nc5	g6046	41	1	482	0.2075
nc5	g6047	61	1	834	0.1199
